GeneID,Tc_ant_1,Tc_ant_2,Tc_ant_3,Tc_ant_5,Tc_leg_1,Tc_leg_2,danaus_leg1,danaus_leg3,danaus_leg4,danaus_leg5,danaus_leg6,danaus_ant1,danaus_ant2,danaus_ant3,danaus_ant4,danaus_ant5,mel_an1,mel_an2,mel_an3,mel_an4,mel_an5,mel_an6,mel_leg1,mel_leg2,mel_leg3,mel_leg4
TC012240,5183,2456,4993,773,216,1578,550,461,402,29,7370,220,136,151,44,246,0,0,0,2,0,0,0,0,0,0
TC012246,34,72,28,12,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012247,5,1,2,0,0,0,1530,1520,877,116,15134,2541,1427,1887,725,1747,133,406,171,304,82,85,125,27,77,138
TC012250,3,0,4,0,0,0,167,236,144,30,1586,300,279,216,74,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012251,7974,4828,8005,1911,369,2477,890,1323,713,105,8626,847,622,772,542,1138,29,418,242,175,63,93,147,33,238,438
TC012252,3221,1702,3214,671,88,752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TC012257,2707,2783,1283,866,268,2754,0,0,0,0,0,0,0,0,0,0,116,395,160,372,95,92,280,117,532,591
TC012269,21,5,19,3,9,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012270,88,147,143,56,17,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012271,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012273,1721,918,1624,355,64,565,11,10,19,1,46,12,47,0,1,20,126,368,234,236,162,102,110,51,112,246
TC012274,980,1009,741,556,97,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012275,2768,1895,3051,694,91,599,141,174,145,9,2658,224,167,237,81,224,8,43,8,14,6,9,2,1,4,1
TC012276,10528,9814,11062,4976,970,4984,101,404,133,26,3729,469,201,91,45,120,163,452,223,174,174,93,78,44,119,251
TC012278,50449,35411,45042,8291,1224,18969,4563,5119,3107,1389,63184,9001,4318,3573,3643,10980,53,120,39,76,17,14,56,11,56,173
TC012279,93,3,90,5,0,1,0,0,0,0,0,0,0,0,0,0,10,94,21,45,21,8,51,5,55,26
TC012280,0,1,0,0,0,1,19,12,8,1,144,22,0,0,27,31,2221,7969,3254,3781,3067,2050,1379,415,2456,2175
TC012283,18,9,12,2,24,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012289,67,133,41,48,23,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012290,24,21,18,15,87,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012291,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012299,0,0,0,0,0,0,308,314,129,45,2324,384,354,165,194,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012300,3493,1665,3469,621,68,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012303,4945,4382,2087,927,207,2538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,131,82,88,64,78,46,23,81,115
TC012304,5098,3559,4583,1114,129,1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
TC012305,0,0,0,0,0,0,912,887,672,65,6334,1111,655,992,499,968,135,366,165,194,55,82,141,70,152,423
TC012306,5826,2351,4134,506,94,1015,879,883,322,156,15974,802,1342,519,232,1196,32,47,37,57,9,12,0,0,1,5
TC012307,3590,3668,2130,822,154,1592,317,316,162,41,1470,489,217,18,220,496,0,0,0,0,0,0,0,0,0,0
TC012308,6768,778,8609,499,79,673,2510,2810,2513,219,8741,2880,1420,1335,781,2145,161,403,177,175,142,109,82,27,117,227
TC012311,1459,1055,1188,285,44,441,227,170,168,16,3231,345,333,447,155,273,1,0,1,0,0,0,0,1,1,0
TC012312,1094,617,1111,185,19,156,328,457,229,37,3019,1131,537,1487,297,987,0,0,0,0,0,1,0,1,0,0
TC012316,0,0,0,0,0,0,139,210,108,17,819,370,218,259,173,523,20,83,64,71,29,17,24,22,60,75
TC012323,0,0,0,0,0,0,688,731,856,78,7386,600,457,285,256,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012324,1733,1087,1930,424,88,489,215,221,177,19,3291,360,294,172,306,390,162,379,240,263,98,123,697,213,744,1011
TC012325,1044,608,1106,252,52,269,78,80,54,7,1677,349,129,234,63,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012327,51,21,30,5,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012328,5214,3317,5561,1232,295,2145,1368,1147,1491,68,20140,1538,873,1097,609,1080,54,220,159,142,36,81,194,117,216,461
TC012332,18,16,12,5,1,99,14,20,106,3,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TC012334,1637,1167,1570,425,76,603,299,527,230,42,6085,537,551,472,304,860,27,90,8,13,5,17,3,5,6,10
TC012336,521,235,500,95,13,148,487,603,615,33,5746,603,511,294,94,526,0,0,0,1,9,0,12,0,21,1
TC012337,36,0,5,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012341,115,66,92,33,2,40,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012342,6292,4941,4254,1642,218,2046,0,4,0,1,90,20,36,0,0,14,66,296,96,124,58,57,48,23,41,117
TC012343,0,0,0,0,0,0,179,176,101,18,1079,950,549,816,576,740,10,18,17,44,6,19,23,4,5,45
TC012344,0,0,0,0,0,0,497,313,229,27,1598,994,237,51,326,992,0,0,0,0,0,3,0,0,0,0
TC012346,79,56,101,29,1,17,14,35,10,2,65,379,254,909,119,427,0,0,0,0,1,0,0,0,0,0
TC012348,1904,770,1020,200,44,543,476,457,453,35,6691,691,639,665,260,911,0,0,0,0,0,0,0,0,0,0
TC012353,2533,1924,1358,563,63,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012354,1689,1095,1724,407,130,646,262,266,137,29,1257,112,119,45,14,199,34,70,52,156,21,24,22,5,18,20
TC012356,2708,3511,1548,798,130,1558,0,0,0,0,0,0,0,0,0,0,344,1467,466,720,424,275,505,152,591,850
TC012362,321,318,292,144,0,4,13,32,0,4,426,766,17,82,4,204,336,791,331,587,182,128,233,43,157,180
TC012363,14239,9101,15172,3459,1112,7496,4227,2590,3314,286,29722,4260,4433,3569,1396,3869,32,180,64,61,34,53,34,15,60,68
TC012364,3218,2487,3015,980,170,1222,113,94,61,3,886,195,171,26,178,199,0,0,0,0,0,0,0,0,1,0
TC012365,882,577,692,121,27,248,666,522,443,41,7323,347,170,117,68,334,0,0,0,0,1,0,0,0,0,0
TC012366,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
TC012367,0,0,0,0,0,0,34,25,33,1,165,11,12,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012371,3674,1782,2977,732,97,1273,225,210,152,21,491,375,197,246,210,266,0,0,1,0,0,0,0,0,0,0
TC012373,29531,5376,34285,2482,336,2946,820,902,757,84,1052,358,257,266,233,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012374,0,0,0,0,0,0,794,653,337,48,3131,1068,719,636,257,1070,0,0,0,0,0,0,0,0,0,0
TC012375,55123,25112,56728,7343,2037,17888,17839,15511,18639,1368,67086,23655,20704,20638,8314,23678,2,7,11,7,4,5,8,2,6,12
TC012376,79,50,86,25,0,30,1801,2032,3087,92,14570,1514,958,730,511,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012378,2610,1214,2627,570,80,571,306,409,242,36,5017,693,595,825,248,618,0,0,0,1,0,0,0,0,0,0
TC012381,5247,2674,5222,1096,168,1187,1490,1439,1014,135,19995,1363,1032,1133,619,1530,0,0,1,5,2,0,0,0,0,0
TC012383,113,158,58,25,1,13,174,176,48,21,662,435,257,110,79,414,156,538,262,306,229,196,175,82,184,286
TC012384,8,6,1,0,0,2,484,457,431,38,3186,726,424,471,226,533,1,0,2,3,3,1,0,0,9,1
TC012388,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,105,316,155,129,174,95,51,27,90,136
TC012389,292,369,184,115,30,280,0,1,1,0,0,0,0,0,0,0,105,316,155,129,174,95,51,27,90,136
TC012391,8,4,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012392,582,623,267,166,40,380,827,606,305,65,8325,1499,1714,1285,847,1043,92,386,151,240,70,102,55,25,53,130
TC012393,2975,3926,2972,1256,187,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012396,617,573,676,239,53,407,451,541,377,29,6543,354,200,309,137,299,0,0,0,0,0,0,0,0,1,0
TC012397,727,548,630,194,7,130,2,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012405,284,16,82,4,2,158,0,0,0,0,0,0,0,0,0,0,13,34,6,22,14,7,27,8,20,25
TC012406,3723,2421,3282,664,108,1103,0,1,0,0,0,0,0,0,0,0,5,4,508,631,1,8,286,0,0,699
TC012407,1239,566,807,170,26,578,3378,5004,2945,342,23589,2447,2172,1537,1061,1657,115,227,148,97,99,167,23,29,86,97
TC012408,19,10,15,3,0,4,112,146,66,10,356,108,109,4,0,118,81,165,111,150,106,57,64,25,81,188
TC012410,4056,2386,3948,869,104,953,3731,3000,3155,191,33444,2077,1362,1366,819,1729,163,704,310,267,159,187,118,54,143,278
TC012411,6,3,6,0,1,0,336,331,242,19,3728,579,293,269,180,488,25,78,31,47,23,39,138,16,123,90
TC012415,1,1,1,0,0,0,20,22,13,0,221,105,54,135,52,148,0,0,0,0,0,0,0,0,0,0
TC012416,4377,3919,2977,999,296,3965,581,836,408,78,4247,414,361,341,104,581,4,3,7,22,6,7,15,6,4,13
TC012417,1344,935,1199,279,22,244,210,180,141,14,2739,348,270,708,139,192,0,0,0,0,0,0,0,0,1,0
TC012418,0,0,0,0,0,0,101,160,85,9,1608,188,157,71,57,174,281,599,410,401,227,171,229,67,219,323
TC012419,1226,6,103,2,0,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012422,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
TC012423,9262,12606,8271,3375,104,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012424,1003,249,931,124,28,191,72,65,42,2,234,49,0,0,19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012425,7022,3564,7078,1581,248,2008,672,550,526,48,6045,480,169,195,188,506,181,393,74,124,73,93,49,5,22,74
TC012429,71,70,72,16,4,23,1061,1154,1044,108,2522,1097,496,590,490,1274,366,1298,623,489,152,456,346,183,271,963
TC012433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,255,167,191,123,104,102,50,113,287
TC012434,4213,1988,4102,889,127,1246,178,173,98,18,1079,950,549,816,537,737,0,0,0,2,1,0,0,0,0,0
TC012435,1610,1276,1776,460,67,580,126,121,64,7,1559,229,125,55,64,227,0,13,6,25,12,1,11,0,14,3
TC012436,141,89,92,31,8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012437,31845,24261,14368,7672,1018,8551,515,409,181,38,4626,656,186,174,291,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012443,90298,30545,94249,12149,2048,15836,7419,6041,4795,668,88217,5538,3520,2746,2880,4796,127,262,216,243,128,110,97,24,152,244
TC012447,0,0,0,0,0,0,95,44,86,3,116,150,0,0,0,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012448,2748,1549,2572,407,60,729,477,630,449,42,3767,513,478,913,332,557,26,52,16,27,21,8,8,5,3,18
TC012449,8105,3522,8267,1389,321,2021,44,68,43,5,402,15,25,24,10,27,3664,13843,5866,4512,3795,4694,1671,701,1320,4048
TC012454,0,0,0,0,0,0,890,605,501,61,1121,1420,694,1089,399,799,24,75,20,53,67,10,12,4,115,16
TC012457,2,1,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,41,51,39,12,27,4,0,1,3
TC012458,0,0,0,0,0,0,6,7,4,0,2,22,0,36,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012465,3552,2512,3614,886,26,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012466,66,668,34,114,12,436,18,33,14,4,167,90,79,26,28,170,0,0,0,4,0,0,8,0,0,4
TC012467,166,329,96,106,152,1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012468,2641,1955,2818,670,125,916,0,0,0,0,0,0,0,0,0,0,40,176,65,106,47,23,52,9,34,49
TC012469,69,8,54,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012473,12,12,11,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
TC012481,2724,1310,2797,567,89,684,565,633,790,72,7779,2498,2103,4061,1530,3133,0,0,0,1,0,0,0,0,0,0
TC012484,19569,19930,15440,5464,2732,26123,2970,2666,1684,339,20919,2189,1461,710,779,2017,114,424,168,146,140,89,91,22,115,181
TC012488,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012492,0,0,0,0,0,0,18,10,7,1,212,22,0,0,0,6,1,3,0,3,8,10,12,0,5,1
TC012498,19236,16160,20584,7996,300,1512,5603,3676,856,392,25524,12087,2838,4933,1287,8483,2896,11643,4900,8285,6028,2932,4960,1428,7574,7760
TC012499,184,72,164,64,336,860,5603,3676,856,392,25524,12087,2838,4933,1287,8483,2896,11643,4900,8285,6028,2932,4960,1428,7574,7760
TC012500,600,96,280,36,420,2468,5603,3676,856,392,25524,12087,2838,4933,1287,8483,2896,11643,4900,8285,6028,2932,4960,1428,7574,7760
TC012501,88,76,76,0,452,1244,5603,3676,856,392,25524,12087,2838,4933,1287,8483,2896,11643,4900,8285,6028,2932,4960,1428,7574,7760
TC012502,96,48,120,8,560,2396,5603,3676,856,392,25524,12087,2838,4933,1287,8483,2896,11643,4900,8285,6028,2932,4960,1428,7574,7760
TC012504,23508,17224,24508,8520,108,496,5603,3676,856,392,25524,12087,2838,4933,1287,8483,2896,11643,4900,8285,6028,2932,4960,1428,7574,7760
TC012505,175,75,78,23,6,131,140,131,89,17,2883,407,189,226,81,307,0,0,2,0,0,0,0,0,0,1
TC012506,0,0,0,0,0,0,654,1128,887,47,15295,610,306,410,174,383,0,0,0,2,0,3,0,0,0,0
TC012507,0,0,0,0,0,0,5,2,0,0,14,0,0,0,0,0,1698,4813,2360,3254,1010,930,440,134,378,652
TC012511,2550,1930,2814,551,102,869,478,476,289,45,6041,438,525,211,175,557,2,0,0,0,0,7,2,0,1,3
TC012512,31929,14388,29180,3891,800,9657,629,1326,224,134,6341,1477,580,635,220,7144,13,32,49,53,27,17,59,3,69,41
TC012513,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012518,0,0,0,0,0,0,2,1,0,1,10,12,0,0,0,10,176,536,256,298,190,198,142,75,157,292
TC012519,14986,23702,15500,10156,902,5774,437,652,346,36,5202,14449,9709,7773,1600,16066,96,390,162,385,99,191,240,43,263,192
TC012520,4618,4568,4218,1762,486,3346,437,652,346,36,5202,14449,9709,7773,1600,16066,96,390,162,385,99,191,240,43,263,192
TC012521,0,0,0,0,0,0,98,96,45,5,564,416,95,123,18,549,3,0,2,7,16,0,4,4,90,2
TC012523,131,66,98,20,2,45,62,74,92,19,1079,170,178,200,81,270,440,1374,574,625,309,444,361,113,515,849
TC012524,743,371,735,141,17,200,65,71,53,12,715,104,63,37,13,98,38,107,49,83,56,29,50,6,70,55
TC012527,5878,4415,6173,1803,65,537,24,28,12,3,286,56,19,10,0,25,1301,3987,1730,2150,1443,937,916,278,1069,1494
TC012528,0,0,0,0,0,0,1499,2670,1914,149,31549,9998,10061,13719,8463,7145,26,61,38,35,25,19,26,7,37,56
TC012529,72,48,77,17,39,124,1683,2521,2470,155,37565,25333,15705,29066,10286,9663,172,520,250,268,55,154,78,20,43,165
TC012532,1836,2004,1615,1009,126,797,165,151,38,24,1125,156,154,89,87,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012533,1139,1636,640,542,102,849,173,193,129,14,679,2392,1354,1319,2117,1904,23,89,43,235,71,36,138,15,65,82
TC012534,258,223,272,85,16,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012535,1270,845,1260,337,83,467,486,450,327,45,5719,246,295,169,203,280,288,1263,576,298,401,274,277,90,346,383
TC012536,2005,1147,2091,520,75,648,40,59,52,6,911,59,142,58,87,122,18,76,59,79,27,43,16,9,15,28
TC012537,0,0,0,0,0,0,13,10,3,3,57,41,0,20,0,12,530,1802,564,706,512,438,284,84,370,490
TC012538,1689,1120,1895,437,81,538,107,137,102,9,2167,144,88,133,114,145,43,200,69,56,43,57,120,64,166,274
TC012539,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,9,23,13,11,18,14,8,17,29
TC012540,5624,3171,4684,759,162,1674,564,616,632,98,5184,782,470,340,290,632,0,0,0,0,0,0,0,0,0,0
TC012542,7,3,2,1,0,0,128,177,116,11,1812,338,170,46,158,393,78,250,135,167,82,59,74,30,130,165
TC012543,7058,5712,4328,1742,204,2156,497,469,494,42,9823,863,801,506,247,615,8,0,4,18,10,4,10,4,8,12
TC012544,2284,1857,1802,563,10,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
TC012545,1913,1865,798,669,185,2142,630,757,221,82,6106,318,421,255,261,557,152,858,322,545,230,161,512,144,714,889
TC012547,1849,12,73,0,0,1056,0,0,0,0,0,0,0,0,0,0,126,320,154,139,173,76,165,39,164,176
TC012548,85,73,82,42,4,25,3,0,0,0,38,9,0,0,0,0,1,1,3,2,1,0,3,1,1,1
TC012549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012550,1144,1067,1111,420,96,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012551,0,0,0,0,0,0,223,586,81,66,372,786,1692,2962,404,2005,56,177,88,134,50,56,63,36,93,182
TC012552,0,0,0,0,0,0,5948,6883,4745,331,9681,9318,5910,8676,4800,3658,0,0,0,0,0,0,0,0,0,0
TC012553,3513,1934,3401,672,143,1018,598,600,450,53,11760,651,422,546,386,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012554,7240,4414,8210,1672,236,1740,115,189,114,23,3358,380,293,181,164,397,14,20,12,14,0,6,8,0,4,8
TC012556,1527,914,1123,231,26,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TC012561,1421,516,1384,240,44,321,252,246,163,37,3286,234,426,251,188,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012563,60,14,34,4,4,8,81,155,67,5,1415,190,356,161,34,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012564,1075,628,1284,301,45,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012566,0,0,0,0,0,0,4279,2154,2281,107,6366,115,0,199,31,74,81,1735,470,4607,1613,472,2855,122,1849,1356
TC012567,72,60,94,14,2,10,0,2,2,4,0,238,207,0,0,144,42,162,76,138,48,82,878,266,882,1496
TC012570,12,4,23,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,210,95,71,65,40,61,39,53,166
TC012571,2228,2613,1556,650,126,1153,641,656,492,52,9042,511,557,341,378,520,1,3,2,13,0,3,1,1,1,0
TC012572,24851,13990,26981,5921,807,6249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012573,42,7,29,4,1,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC012576,0,0,0,0,0,0,3492,3605,3179,244,30089,4094,2516,2358,1282,3201,23,13,52,31,35,23,24,17,52,153
TC012577,65,22,81,10,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012578,7164,4066,6958,1278,272,2458,1689,2888,977,188,23648,1080,522,645,385,831,232,533,261,669,181,192,2007,353,846,1646
TC012579,2382,1137,2480,381,53,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,1,1,0,1,2
TC012580,2956,2167,2861,808,133,1287,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012582,2884,1279,2807,470,65,721,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,0,7,4,4,8
TC012583,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,0,7,4,4,8
TC012585,3278,3143,2045,970,100,813,680,581,633,49,1123,668,454,175,215,955,0,0,0,0,0,0,0,0,0,0
TC012586,1695,66,175,15,0,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012587,5984,4004,4462,1366,688,5040,16965,9728,16672,705,114913,5236,4437,4708,3229,4411,182,330,206,614,380,142,316,66,304,254
TC012597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,46,28,86,14,14,69,19,55,74
TC012600,1007,1454,925,296,2,38,1,1,4,0,14,3,0,0,0,0,601,2050,777,1292,654,497,3490,525,2609,2586
TC012611,551,160,299,53,0,219,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC012612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,9,4,0,5,1,1,8
TC012616,230,217,107,58,1,21,0,0,0,0,0,0,0,0,0,0,53,213,64,162,49,36,25,8,16,26
TC012619,1317,476,1400,156,29,264,51,64,23,5,771,21,81,28,0,37,73,290,153,156,83,72,129,55,132,252
TC012620,25,135,16,28,4,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012622,585,154,175,57,6,261,1,2,11,0,250,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012624,1311,1543,1309,725,241,821,134,192,91,24,1758,307,203,105,128,330,8,69,43,0,15,22,0,0,5,4
TC012625,7424,7138,5202,1830,48,374,13,7,3,1,128,159,10,37,2,138,302,1158,418,474,268,170,910,334,910,1808
TC012626,14478,11321,16346,4090,10,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012627,9928,6765,10217,2424,575,5056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012629,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012630,2684,1483,3135,699,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012631,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012633,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012634,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012635,130,86,119,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012636,3311,2139,3613,1063,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012638,3167,1940,3361,771,201,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012640,2,1,6,0,0,0,1234,1195,897,57,9129,390,776,202,284,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012645,5,4,2,1,0,0,55,31,16,4,253,52,13,40,72,43,370,962,422,624,324,231,200,22,154,254
TC012647,3685,1984,3863,780,58,921,4183,4207,3251,633,54914,6902,5685,3753,2205,7597,6,11,5,15,7,4,20,1,13,3
TC012650,62,24,43,6,3,90,1753,1798,802,116,11016,1242,635,445,727,743,10,90,22,22,20,12,7,2,6,12
TC012652,434,276,278,64,24,250,668,741,559,66,5090,701,314,306,229,319,0,0,2,6,0,0,0,2,0,2
TC012655,9541,6757,7953,1993,211,2845,6,14,7,0,24,23,0,0,0,22,0,0,1,0,0,0,0,0,0,0
TC012656,1629,624,1347,164,11,127,3,1,3,0,13,9,0,0,0,0,196,277,153,306,370,212,160,56,736,150
TC012657,2753,1502,1787,485,82,664,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1,0,18,0,12,2
TC012660,2554,1540,2451,543,70,612,169,201,120,18,3072,265,384,267,91,277,0,0,0,0,0,0,0,0,0,0
TC012661,2817,1909,2281,498,78,739,1054,1046,800,71,8064,824,467,668,384,975,41,146,60,63,51,62,43,28,43,63
TC012662,6368,2936,4648,724,184,3648,5603,3676,856,392,25524,12087,2838,4933,1287,8483,2896,11643,4900,8285,6028,2932,4960,1428,7574,7760
TC012663,1464,648,1562,303,41,318,323,456,249,41,2233,1044,433,1092,217,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC012664,0,0,0,0,0,0,1017,1285,825,111,14211,1532,781,1267,452,1358,0,0,1,0,0,0,8,1,12,15
TC012665,0,0,0,0,0,0,140,238,97,25,2710,217,254,432,142,289,535,1880,909,1026,361,647,756,161,617,1008
